Compartimentcode;Compartiment;Stofcode;Stof;Gebiedsindeling;Code_gebied;Gebied;Brontype;Sector;Subsector;Emissieoorzaak;Emissieoorzaak_code;Nic;Bedrijf;Straat;Huisnummer;Toevoeging;Postcode;Woonplaats;Xcoord;Ycoord;Sbi_code;Sbi_naam;Herkomst_code;Herkomst;Dataset;Jaar;Emissie;Eenheid
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);2002;NOORDZEE;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2000.0;3.5455557768269416e-05;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);2002;NOORDZEE;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2010.0;0.0002525490540578292;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);2002;NOORDZEE;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1990.0;1.9408837376933596e-05;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);2002;NOORDZEE;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1995.0;5.579109962166712e-05;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);2002;NOORDZEE;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2005.0;0.00035182146346249174;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);2002;NOORDZEE;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2015.0;9.638921673330985e-05;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);2002;NOORDZEE;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2019.0;3.483478231683924e-06;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);2002;NOORDZEE;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2020.0;1.1674804810181716e-05;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);2002;NOORDZEE;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2021.0;0.00010053839453199063;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2010.0;1058.2603236054044;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2000.0;1298.4804811921078;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2019.0;467.3319541353802;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1990.0;808.7327157978417;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1995.0;1890.6504273833582;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2005.0;372.3525158835481;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2015.0;591.3107132748938;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2020.0;1513.1479402604036;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2021.0;1103.3134329392517;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2022.0;1475.1956325908723;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2023.0;1073.969117518274;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1995.0;8142.4813833273365;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2005.0;10846.029596904818;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2023.0;5902.589816282209;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2010.0;4593.590842122756;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1990.0;4778.049119026248;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2000.0;8589.573318922055;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2015.0;2960.3522576041373;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2019.0;2556.35581354608;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2020.0;20516.35493784278;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2021.0;5351.078566891939;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);410000000;Schelde  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2022.0;8967.407257256467;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1995.0;26538.52836990366;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2000.0;19345.10734053451;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2020.0;31027.098311944283;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2010.0;20672.86000880404;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1990.0;36872.83229238962;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2005.0;13437.72344316026;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2015.0;11692.261962527602;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2019.0;12444.241179775394;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2021.0;15229.109317800663;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2022.0;13673.550374037428;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);310000000;Maas  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2023.0;32603.862401412338;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2010.0;8418.66668707048;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2000.0;5408.2315800561555;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2021.0;2010.1832381797453;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1990.0;29376.371004231907;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1995.0;5849.6035978803775;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2005.0;5029.9265878347205;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2015.0;6120.4823048039525;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2019.0;1723.762228530168;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2020.0;3008.2259317442035;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2022.0;9655.348759442979;kg
20;Belasting van oppervlaktewater;302;P - Totaal;Deelstroomgebieden (gaf15-nl);231000000;Rijn-Oost  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2023.0;8006.036734905872;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;1995.0;11522.065285663017;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2000.0;23910.799970294414;kg
20;Belasting van oppervlaktewater;303;N - Totaal;Deelstroomgebieden (gaf15-nl);211000000;Rijn-Noord  ;Emissieoorzaak;Landbouw;Uit- en afspoeling landbouwgronden;Afspoeling nutriënten landbouwgronden;0403310;;;;;;;;0.0;0.0;;;;;ER Reeks 1990-2023 Definitief ;2005.0;4948.910824900387;kg
