jaar;watertype;seizoen;bedrijfstype;hoofdgrondsoortregio;jaartot_gem;std;component;symbool;eenheid;p10;p25;p50;p75;p90;perc_dg;aantal_bedrijven;volgnummer_c;volgnummer_h;mark_ab;component_naam;mark_dg;dg;aantal_bedrijfstype;in_tabel;in_trendgrafiek;in_jaargrafiek;versie;meetnet
2021;uitspoelingswater;winter;derogatiebedrijf;klei;31;32;Nitraat;(NO3);mg/l;5.5;9.7;21;42;67;0;59;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;winter;derogatiebedrijf;klei;18;28;Nitraat;(NO3);mg/l;0.68;3.1;7.1;19;50;5.1;59;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;winter;derogatiebedrijf;klei;17;23;Nitraat;(NO3);mg/l;2.2;4.3;8.9;17;48;1.8;56;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;winter;derogatiebedrijf;klei;10;12;Nitraat;(NO3);mg/l;0.74;2.6;5.9;15;25;1.7;58;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;winter;derogatiebedrijf;löss;71;25;Nitraat;(NO3);mg/l;48;58;71;88;102;0;18;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;winter;derogatiebedrijf;löss;52;19;Nitraat;(NO3);mg/l;30;40;53;64;71;0;18;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;winter;derogatiebedrijf;löss;51;20;Nitraat;(NO3);mg/l;28;37;53;60;75;0;21;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;winter;derogatiebedrijf;löss;50;23;Nitraat;(NO3);mg/l;34;38;49;55;63;0;18;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;winter;derogatiebedrijf;löss;56;29;Nitraat;(NO3);mg/l;30;37;50;62;98;0;19;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;winter;derogatiebedrijf;löss;54;27;Nitraat;(NO3);mg/l;27;35;47;62;79;0;19;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;winter;derogatiebedrijf;löss;56;22;Nitraat;(NO3);mg/l;33;39;54;70;79;0;20;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;winter;derogatiebedrijf;löss;51;30;Nitraat;(NO3);mg/l;23;37;45;55;94;0;18;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;winter;derogatiebedrijf;löss;42;22;Nitraat;(NO3);mg/l;15;33;38;56;66;0;18;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;winter;derogatiebedrijf;löss;34;16;Nitraat;(NO3);mg/l;15;22;34;38;53;0;19;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;winter;derogatiebedrijf;löss;37;21;Nitraat;(NO3);mg/l;15;22;33;46;60;0;19;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;winter;derogatiebedrijf;löss;65;43;Nitraat;(NO3);mg/l;27;38;47;71;121;0;20;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;winter;derogatiebedrijf;löss;59;28;Nitraat;(NO3);mg/l;20;41;66;75;83;0;20;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;winter;derogatiebedrijf;löss;57;31;Nitraat;(NO3);mg/l;22;29;56;71;90;0;20;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;winter;derogatiebedrijf;löss;51;29;Nitraat;(NO3);mg/l;21;29;47;72;91;0;20;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;winter;derogatiebedrijf;löss;43;19;Nitraat;(NO3);mg/l;18;31;40;59;65;0;16;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;winter;derogatiebedrijf;löss;46;20;Nitraat;(NO3);mg/l;25;32;44;58;70;0;17;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;winter;derogatiebedrijf;veen;15;24;Nitraat;(NO3);mg/l;0.04;0.19;0.6;19;52;20;50;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;winter;derogatiebedrijf;veen;6.2;9;Nitraat;(NO3);mg/l;0.04;0.14;2.3;9.2;17;22;50;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;winter;derogatiebedrijf;veen;6.9;12;Nitraat;(NO3);mg/l;0;0.13;1.4;9.8;18;26;50;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;winter;derogatiebedrijf;veen;13;19;Nitraat;(NO3);mg/l;0.21;0.8;6.7;16;36;8.2;49;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;winter;derogatiebedrijf;veen;7.3;12;Nitraat;(NO3);mg/l;0;0.06;1.1;9.3;19;31;49;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;winter;derogatiebedrijf;veen;4.7;7.4;Nitraat;(NO3);mg/l;0;0.04;0.94;6.3;16;29;51;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;winter;derogatiebedrijf;veen;6.4;11;Nitraat;(NO3);mg/l;0.04;0.12;1.6;6.9;24;26;57;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;winter;derogatiebedrijf;veen;9.6;15;Nitraat;(NO3);mg/l;0.11;0.3;1.2;15;26;14;57;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;winter;derogatiebedrijf;veen;14;20;Nitraat;(NO3);mg/l;0.31;0.65;2.7;19;45;3.4;58;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;winter;derogatiebedrijf;veen;6.9;17;Nitraat;(NO3);mg/l;0;0.11;0.92;7.1;18;25;59;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;winter;derogatiebedrijf;veen;6.3;10;Nitraat;(NO3);mg/l;0;0.19;1.3;5.7;23;24;58;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;winter;derogatiebedrijf;veen;6.8;13;Nitraat;(NO3);mg/l;0;0.06;0.49;5.7;20;35;55;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;winter;derogatiebedrijf;veen;15;23;Nitraat;(NO3);mg/l;0.11;1.2;4.6;18;40;12;58;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;winter;derogatiebedrijf;veen;12;22;Nitraat;(NO3);mg/l;0;0.24;1.3;12;39;23;56;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;winter;derogatiebedrijf;veen;14;22;Nitraat;(NO3);mg/l;0.05;0.56;3.8;20;35;13;60;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;winter;derogatiebedrijf;veen;8.5;17;Nitraat;(NO3);mg/l;0.01;0.07;1.3;12;25;31;59;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;winter;derogatiebedrijf;veen;9.5;15;Nitraat;(NO3);mg/l;0.05;0.46;2.6;13;27;18;60;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;winter;derogatiebedrijf;veen;5.3;11;Nitraat;(NO3);mg/l;0.01;0.05;0.34;3.6;18;39;61;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;70;40;Nitraat;(NO3);mg/l;25;43;64;94;118;0;92;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;55;34;Nitraat;(NO3);mg/l;15;31;50;74;105;0;92;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;51;36;Nitraat;(NO3);mg/l;10;26;45;64;101;0;90;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;62;43;Nitraat;(NO3);mg/l;17;33;59;79;102;0;90;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;47;33;Nitraat;(NO3);mg/l;12;24;39;67;96;1.1;90;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;43;29;Nitraat;(NO3);mg/l;10;20;41;60;81;1.1;94;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;46;31;Nitraat;(NO3);mg/l;11;23;42;65;85;0.99;101;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;51;33;Nitraat;(NO3);mg/l;10;26;49;70;95;0;105;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;45;30;Nitraat;(NO3);mg/l;12;23;43;58;85;0.92;109;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;37;29;Nitraat;(NO3);mg/l;8.2;17;32;50;71;1.8;112;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;32;21;Nitraat;(NO3);mg/l;8.5;14;28;45;60;0.88;114;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;41;26;Nitraat;(NO3);mg/l;11;22;39;56;73;0.93;108;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;49;31;Nitraat;(NO3);mg/l;12;28;44;67;88;0;107;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;63;41;Nitraat;(NO3);mg/l;18;36;54;87;117;0.89;112;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;67;40;Nitraat;(NO3);mg/l;20;42;63;89;124;0.95;105;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;51;36;Nitraat;(NO3);mg/l;7.3;24;45;74;104;2.9;104;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;50;32;Nitraat;(NO3);mg/l;12;26;46;72;89;1;100;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;23;20;Nitraat;(NO3);mg/l;3;8.1;18;32;52;1.9;104;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;zomer;derogatiebedrijf;zand noord;41;33;Nitraat;(NO3);mg/l;7.4;18;35;58;89;3.9;51;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;zomer;derogatiebedrijf;zand noord;29;23;Nitraat;(NO3);mg/l;2.8;12;23;42;70;2;50;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;zomer;derogatiebedrijf;zand noord;24;22;Nitraat;(NO3);mg/l;2.9;7.9;16;35;58;3.8;52;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;zomer;derogatiebedrijf;zand noord;25;24;Nitraat;(NO3);mg/l;2.6;7.8;22;34;47;1.9;52;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;zomer;derogatiebedrijf;zand noord;28;27;Nitraat;(NO3);mg/l;0.98;4.5;20;46;69;0;52;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;zomer;derogatiebedrijf;zand noord;22;19;Nitraat;(NO3);mg/l;3.5;7;14;33;48;1.9;53;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;zomer;derogatiebedrijf;zand noord;24;21;Nitraat;(NO3);mg/l;1.5;6.6;19;34;55;3.8;53;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;zomer;derogatiebedrijf;zand noord;23;22;Nitraat;(NO3);mg/l;2.2;9.1;18;30;48;4.2;48;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;zomer;derogatiebedrijf;zand noord;24;23;Nitraat;(NO3);mg/l;2.2;7;17;34;62;4.7;43;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;zomer;derogatiebedrijf;zand noord;22;20;Nitraat;(NO3);mg/l;1.1;8.5;17;32;42;6.7;45;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;zomer;derogatiebedrijf;zand noord;16;15;Nitraat;(NO3);mg/l;0.55;3.3;13;22;33;4.4;45;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;zomer;derogatiebedrijf;zand noord;17;15;Nitraat;(NO3);mg/l;0.45;2.8;16;25;40;2.1;47;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;zomer;derogatiebedrijf;zand noord;22;21;Nitraat;(NO3);mg/l;0.9;8.9;16;29;44;4.2;48;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;zomer;derogatiebedrijf;zand noord;26;20;Nitraat;(NO3);mg/l;3;8.8;27;38;56;4.3;46;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;zomer;derogatiebedrijf;zand noord;37;32;Nitraat;(NO3);mg/l;3.8;13;29;56;77;8.2;49;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;zomer;derogatiebedrijf;zand noord;23;20;Nitraat;(NO3);mg/l;0.64;8.7;18;33;44;2;51;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;zomer;derogatiebedrijf;zand noord;26;21;Nitraat;(NO3);mg/l;3.2;8.6;23;38;57;3.8;52;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;zomer;derogatiebedrijf;zand noord;17;15;Nitraat;(NO3);mg/l;1.3;3.8;13;23;40;4;50;5;25;;Nitraat (NO3);;0.13;2;1;1;1;17-okt-25;derogatiemeetnet
